,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
19,ATLC,Howard Jeffrey A.,President & CEO,"Jun 14, 2021",$40.07,4975,199348,430571,"Jun 16, 2021, 09:00 PM",sell,37.150001525878906,25.664444473054672
20,FB,Zuckerberg Mark,COB and CEO,"Jun 14, 2021",$334.46,6300,2107120,5980,"Jun 16, 2021, 08:55 PM",sell,329.6600036621094,285.7159438239204
21,FB,Zuckerberg Mark,COB and CEO,"Jun 14, 2021",$334.47,15000,5017065,2065096,"Jun 16, 2021, 08:55 PM",sell,329.6600036621094,285.7159438239204
22,FB,Zuckerberg Mark,COB and CEO,"Jun 14, 2021",$334.56,56000,18735129,53696,"Jun 16, 2021, 08:55 PM",sell,329.6600036621094,285.7159438239204
23,SUM,LANCE HOWARD L,Director,"Jun 14, 2021",$34.30,82500,2829750,93994,"Jun 16, 2021, 08:38 PM",sell,32.20000076293945,25.04544447792901
24,SUM,LANCE HOWARD L,Director,"Jun 16, 2021",$34.33,90000,3089700,3994,"Jun 16, 2021, 08:38 PM",sell,32.20000076293945,25.04544447792901
25,SUM,LANCE HOWARD L,Director,"Jun 15, 2021",$34.53,82500,2848725,93994,"Jun 16, 2021, 08:38 PM",sell,32.20000076293945,25.04544447792901
26,ZIP,SIEGEL IAN H.,Chief Executive Officer,"Jun 14, 2021",$21.28,10000,212800,25626,"Jun 16, 2021, 08:37 PM",sell,21.260000228881836,22.262941023882696
27,DKNG,Meckenzie Shalom,Director,"Jun 14, 2021",$51.56,660000,34027127,21528079,"Jun 16, 2021, 08:36 PM",sell,48.060001373291016,53.47641675737169
28,BLFS,Berard Todd,Chief Marketing Officer,"Jun 16, 2021",$39.26,6160,241842,79566,"Jun 16, 2021, 08:30 PM",sell,42.2599983215332,35.89683331383599
29,BLFS,Berard Todd,Chief Marketing Officer,"Jun 15, 2021",$39.38,6160,242581,79566,"Jun 16, 2021, 08:30 PM",sell,42.2599983215332,35.89683331383599
30,BLFS,Mathew Aby J.,Exec VP & Chief Scientific Off,"Jun 16, 2021",$39.27,10000,392700,210304,"Jun 16, 2021, 08:30 PM",sell,42.2599983215332,35.89683331383599
31,BLFS,Mathew Aby J.,Exec VP & Chief Scientific Off,"Jun 14, 2021",$38.90,10000,389000,210304,"Jun 16, 2021, 08:30 PM",sell,42.2599983215332,35.89683331383599
32,MDLA,Oulman Roxanne,CFO and EVP,"Jun 15, 2021",$31.52,6680,210560,499918,"Jun 16, 2021, 08:22 PM",sell,31.850000381469727,32.49933336046007
33,RNA,LEVIN ARTHUR A,Chief Scientific Officer,"Jun 15, 2021",$26.02,23019,599067,0,"Jun 16, 2021, 08:21 PM",sell,26.809999465942383,25.661527739630806
34,RNA,LEVIN ARTHUR A,Chief Scientific Officer,"Jun 14, 2021",$25.92,14003,362921,23019,"Jun 16, 2021, 08:21 PM",sell,26.809999465942383,25.661527739630806
35,AGYS,Badger Kyle C,"SVP, GC and Secretary","Jun 14, 2021",$56.62,2930,165897,106427,"Jun 16, 2021, 08:17 PM",sell,54.38999938964844,44.303555499182806
36,AGYS,SRINIVASAN RAMESH,President & CEO,"Jun 15, 2021",$54.32,38730,2103814,642906,"Jun 16, 2021, 08:16 PM",sell,54.38999938964844,44.303555499182806
37,AGYS,SRINIVASAN RAMESH,President & CEO,"Jun 14, 2021",$56.01,9418,527502,681636,"Jun 16, 2021, 08:16 PM",sell,54.38999938964844,44.303555499182806
38,AGYS,SRINIVASAN RAMESH,President & CEO,"Jun 16, 2021",$54.01,21707,1172395,621199,"Jun 16, 2021, 08:16 PM",sell,54.38999938964844,44.303555499182806
39,DM,HSIEH Wen Hsuan,Director,"Jun 15, 2021",$12.12,100000,1211570,17631665,"Jun 16, 2021, 08:01 PM",sell,12.569999694824219,16.209388886557687
40,DM,HSIEH Wen Hsuan,Director,"Jun 14, 2021",$12.60,125000,1575238,17731665,"Jun 16, 2021, 08:01 PM",sell,12.569999694824219,16.209388886557687
41,STTK,Hornblower Josiah,Director,"Jun 16, 2021",$27.80,8691,241593,3107411,"Jun 16, 2021, 07:31 PM",sell,29.34000015258789,34.71844827717748
42,STTK,Hornblower Josiah,Director,"Jun 15, 2021",$27.47,7293,200342,3116102,"Jun 16, 2021, 07:31 PM",sell,29.34000015258789,34.71844827717748
43,STTK,Hornblower Josiah,Director,"Jun 14, 2021",$29.05,5356,155609,3123395,"Jun 16, 2021, 07:31 PM",sell,29.34000015258789,34.71844827717748
44,MU,Zinsner David,SVP & Chief Financial Officer,"Jun 15, 2021",$82.19,8050,661612,125025,"Jun 16, 2021, 07:31 PM",sell,76.94999694824219,76.13538898891873
45,SWAV,WATKINS FRANK T,Director,"Jun 15, 2021",$188.34,2000,376680,78611,"Jun 16, 2021, 07:28 PM",sell,188.1699981689453,120.0808334350586
46,STTK,Neill Andrew R,Chief Financial Officer,"Jun 15, 2021",$27.53,2000,55051,55963,"Jun 16, 2021, 07:27 PM",sell,29.34000015258789,34.71844827717748
47,ITI,Bergera J. Joseph,President and CEO,"Jun 16, 2021",$7.00,32855,230005,92716,"Jun 16, 2021, 07:20 PM",sell,7.369999885559082,5.917833357387119
48,TLYS,SHAKED HEZY,See Remarks,"Jun 15, 2021",$16.26,2000,32525,0,"Jun 16, 2021, 07:20 PM",sell,15.380000114440918,10.317388884226482
49,WSM,ALBER LAURA,PRESIDENT & CEO,"Jun 14, 2021",$166.78,5000,833897,543962,"Jun 16, 2021, 07:13 PM",sell,150.92999267578125,134.698833211263
50,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jun 14, 2021",$122.80,1000,122800,602207,"Jun 16, 2021, 07:11 PM",sell,122.0,104.16172231038412
51,CRVL,CLEMONS V GORDON,Chairman of the Board,"Jun 15, 2021",$121.05,1000,121049,601207,"Jun 16, 2021, 07:11 PM",sell,122.0,104.16172231038412
52,CME,CRONIN KATHLEEN M,Sr MD Gen Counsel & Corp Secr,"Jun 14, 2021",$215.31,4092,881049,42481,"Jun 16, 2021, 07:07 PM",sell,210.7100067138672,191.54116660224068
53,AMK,Mehta Mukesh,"EVP, Chief Information Officer","Jun 16, 2021",$27.00,100,2700,306794,"Jun 16, 2021, 07:05 PM",sell,26.139999389648438,23.963111114501952
54,SEM,CRESSEY BRYAN C,Director,"Jun 15, 2021",$42.38,10000,423800,70000,"Jun 16, 2021, 07:03 PM",sell,40.810001373291016,30.543500010172526
55,KRTX,Ignelzi Troy A.,Chief Financial Officer,"Jun 16, 2021",$129.31,2600,336200,13000,"Jun 16, 2021, 07:01 PM",sell,133.55999755859375,106.72616704305013
56,KRTX,Ignelzi Troy A.,Chief Financial Officer,"Jun 14, 2021",$132.52,900,119268,13000,"Jun 16, 2021, 07:01 PM",sell,133.55999755859375,106.72616704305013
57,MTN,Vaughn Peter A,Director,"Jun 15, 2021",$321.93,1000,321930,7025,"Jun 16, 2021, 07:00 PM",sell,316.2799987792969,287.7591121249729
58,ADPT,GRIFFIN MICHELLE RENEE,Director,"Jun 14, 2021",$38.56,2500,96400,1504,"Jun 16, 2021, 07:00 PM",sell,39.45000076293945,48.46841651068793
59,SNAP,Coles Joanna,Director,"Jun 14, 2021",$64.57,1986,128236,43527,"Jun 16, 2021, 07:00 PM",sell,63.16999816894531,52.30805551740858
60,ZM,Pelosi Janine,Chief Marketing Officer,"Jun 14, 2021",$361.90,4000,1447600,17572,"Jun 16, 2021, 06:54 PM",sell,374.239990234375,382.9409444173177
61,ZM,Bawa Aparna,Chief Operating Officer,"Jun 14, 2021",$365.10,2593,946707,156376,"Jun 16, 2021, 06:54 PM",sell,374.239990234375,382.9409444173177
62,RAPT,HO WILLIAM,Chief Medical Officer,"Jun 14, 2021",$40.00,2000,80000,60529,"Jun 16, 2021, 06:53 PM",sell,34.56999969482422,23.30705558458964
63,CRC,GOLDENTREE ASSET MANAGEMENT LP,10% Owner,"Jun 14, 2021",$33.34,240809,8027654,15525587,"Jun 16, 2021, 06:53 PM",sell,32.59000015258789,23.71521734747087
64,LOV,Canaan VIII LP,10% Owner,"Jun 16, 2021",$5.40,8813,47572,2715250,"Jun 16, 2021, 06:50 PM",sell,5.610000133514404,5.620222237375048
65,LOV,Canaan VIII LP,10% Owner,"Jun 15, 2021",$5.37,12000,64476,2724063,"Jun 16, 2021, 06:50 PM",sell,5.610000133514404,5.620222237375048
66,CIEN,Rothenstein David M,"Sr. VP, General Counsel","Jun 15, 2021",$58.13,3000,174390,264168,"Jun 16, 2021, 06:44 PM",sell,56.150001525878906,50.776722229851615
67,AEO,McLean Andrew J.,EVP & Chief Commercial Officer,"Jun 14, 2021",$35.00,18549,649215,28610,"Jun 16, 2021, 06:40 PM",sell,33.11000061035156,25.144944434695773
68,NTRA,Chapman Steven Leonard,CEO AND PRESIDENT,"Jun 14, 2021",$103.61,26092,2703397,87652,"Jun 16, 2021, 06:31 PM",sell,102.87999725341797,97.55158314175075
69,SQSP,Casalena Anthony,Chief Executive Officer,"Jun 14, 2021",$60.00,94325,5659500,467317,"Jun 16, 2021, 06:30 PM",sell,63.54999923706055,55.01590919494629
70,MIME,Bauer Peter,Chief Executive Officer,"Jun 15, 2021",$52.25,17500,914336,1351876,"Jun 16, 2021, 06:30 PM",sell,53.209999084472656,45.41391667260064
71,FOX,DINH VIET D,Chief Legal and Policy Officer,"Jun 15, 2021",$37.51,35704,1339257,10288,"Jun 16, 2021, 06:24 PM",sell,35.779998779296875,32.2808333184984
72,AIRC,Beldin Paul,Executive Vice President - CFO,"Jun 15, 2021",$50.03,4310,215608,64826,"Jun 16, 2021, 06:24 PM",sell,47.18000030517578,42.86585941910744
73,AIRC,Beldin Paul,Executive Vice President - CFO,"Jun 14, 2021",$50.01,6902,345152,69136,"Jun 16, 2021, 06:24 PM",sell,47.18000030517578,42.86585941910744
74,WMT,WALTON S ROBSON,Director,"Jun 14, 2021",$140.40,1013942,142352995,338961806,"Jun 16, 2021, 06:23 PM",sell,135.1699981689453,141.67944433424208
75,WMT,WALTON S ROBSON,Director,"Jun 16, 2021",$137.84,1230301,169587936,337307075,"Jun 16, 2021, 06:23 PM",sell,135.1699981689453,141.67944433424208
76,WMT,WALTON S ROBSON,Director,"Jun 15, 2021",$140.00,851363,119188058,338120443,"Jun 16, 2021, 06:23 PM",sell,135.1699981689453,141.67944433424208
77,DLB,YEAMAN KEVIN J,President and CEO,"Jun 15, 2021",$99.58,29457,2933352,36789,"Jun 16, 2021, 06:22 PM",sell,97.94000244140625,91.94927762349447
78,IIPR,Gold Alan D,Executive Chairman,"Jun 16, 2021",$33.81,1108,37462,36577,"Jun 16, 2021, 06:21 PM",sell,184.3699951171875,173.85277786254883
79,IIPR,Gold Alan D,Executive Chairman,"Jun 15, 2021",$34.01,1161,39487,37685,"Jun 16, 2021, 06:21 PM",sell,184.3699951171875,173.85277786254883
80,SENS,JAIN Mukul,Chief Operating Officer,"Jun 14, 2021",$4.36,50000,218000,1970557,"Jun 16, 2021, 06:21 PM",sell,3.4600000381469727,1.836394449737337
81,WMT,WALTON ALICE L,10% Owner,"Jun 16, 2021",$137.84,1230301,169587936,337307075,"Jun 16, 2021, 06:20 PM",sell,135.1699981689453,141.67944433424208
82,WMT,WALTON ALICE L,10% Owner,"Jun 15, 2021",$140.00,851363,119188058,338120443,"Jun 16, 2021, 06:20 PM",sell,135.1699981689453,141.67944433424208
83,WMT,WALTON ALICE L,10% Owner,"Jun 14, 2021",$140.40,1013942,142352995,338961806,"Jun 16, 2021, 06:20 PM",sell,135.1699981689453,141.67944433424208
84,LII,Young Douglas L,"EVP, President & COO RHC","Jun 15, 2021",$334.97,8704,2915589,62824,"Jun 16, 2021, 06:19 PM",sell,321.05999755859375,302.4076656765408
85,NVDA,BURGESS ROBERT K,Director,"Jun 15, 2021",$713.22,4000,2852879,9541,"Jun 16, 2021, 06:18 PM",sell,745.5499877929688,562.6431672837999
86,WMT,WALTON JIM C,10% Owner,"Jun 15, 2021",$140.00,851363,119188058,338120443,"Jun 16, 2021, 06:17 PM",sell,135.1699981689453,141.67944433424208
87,WMT,WALTON JIM C,10% Owner,"Jun 14, 2021",$140.40,1013942,142352995,338961806,"Jun 16, 2021, 06:17 PM",sell,135.1699981689453,141.67944433424208
88,WMT,WALTON JIM C,10% Owner,"Jun 16, 2021",$137.84,1230301,169587936,337307075,"Jun 16, 2021, 06:17 PM",sell,135.1699981689453,141.67944433424208
89,CIEN,PETRIK ANDREW C,"VP, CONTROLLER","Jun 15, 2021",$58.13,1000,58130,34522,"Jun 16, 2021, 06:14 PM",sell,56.150001525878906,50.776722229851615
90,MIME,Anderson Karen M.,Chief Human Resources Officer,"Jun 15, 2021",$52.20,21067,1099691,0,"Jun 16, 2021, 06:05 PM",sell,53.209999084472656,45.41391667260064
91,MIME,Anderson Karen M.,Chief Human Resources Officer,"Jun 14, 2021",$52.02,13530,703889,4365,"Jun 16, 2021, 06:05 PM",sell,53.209999084472656,45.41391667260064
92,RFP,Ouellet Daniel,SVP Human Resources,"Jun 16, 2021",$13.51,5000,67550,100865,"Jun 16, 2021, 06:05 PM",sell,12.6899995803833,9.285944483015273
93,AYRO,Keller Rodney C. Jr.,Chief Executive Officer,"Jun 15, 2021",$5.21,70000,364560,511250,"Jun 16, 2021, 05:55 PM",sell,5.289999961853027,5.6860555556085375
94,AYRO,Keller Rodney C. Jr.,Chief Executive Officer,"Jun 14, 2021",$5.47,70000,382627,581250,"Jun 16, 2021, 05:55 PM",sell,5.289999961853027,5.6860555556085375
95,CHWY,Helfrick Susan,General Counsel,"Jun 14, 2021",$75.04,18646,1399233,70974,"Jun 16, 2021, 05:55 PM",sell,78.5,82.41905528174506
96,CHWY,Helfrick Susan,General Counsel,"Jun 15, 2021",$74.99,18658,1399201,52316,"Jun 16, 2021, 05:55 PM",sell,78.5,82.41905528174506
97,NWPX,LARSON KEITH R,Director,"Jun 14, 2021",$30.08,1000,30084,21414,"Jun 16, 2021, 05:54 PM",sell,28.75,30.91461113823785
98,APPS,COLLINS CHRISTINE,Chief Technology Officer,"Jun 15, 2021",$70.02,40000,2800800,0,"Jun 16, 2021, 05:52 PM",sell,67.56999969482422,60.96538878546821
99,NVTA,Guyer Shelly D,Chief Financial Officer,"Jun 14, 2021",$31.63,9910,313405,241975,"Jun 16, 2021, 05:52 PM",sell,32.790000915527344,42.266722181108264
100,NVTA,Stueland Katherine,Chief Commercial Officer,"Jun 14, 2021",$31.60,20340,642679,223065,"Jun 16, 2021, 05:51 PM",sell,32.790000915527344,42.266722181108264
